FID,District,Upazila,Union,Settlement,Camp Name,Inter Sector Coordination Group Camp Name,Unique ID,Facility Code,Facility,Geographical Coordinates,Source of Funding,Implementing Partner,Landslide,Flood,Landslide Risk,Flood Risk,Risk of both,Risk of either
1039.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 17,CXB-212,C17_MQ_8,MQ,Mosque,"(21.20003051,  92.1459469899999)",Private Donation,**,**,**,No,No,No,No
1040.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 17,CXB-212,C17_MQ_9,MQ,Mosque,"(21.2023403799999,  92.1446432399999)",Private Donation,**,**,**,No,No,No,No
1075.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_5,MQ,Mosque,"(21.20523,  92.1439409)",Private Donation,**,**,**,No,No,No,No
1076.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_6,MQ,Mosque,"(21.2058192,  92.1448397)",Private Donation,**,**,**,No,No,No,No
1077.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_7,MQ,Mosque,"(21.20903435,  92.14195182)",**,**,-1.0,**,Yes,No,No,Yes
1078.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_CF_3,CF,Child Friendly Space,"(21.2083836,  92.1422890999999)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
1079.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_8,MQ,Mosque,"(21.2100891199999,  92.1458602999999)",Non-governmental Organization (United Nations),Oxfam,**,**,No,No,No,No
1080.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_9,MQ,Mosque,"(21.21086379,  92.1407802699999)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
1081.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_DC_1,DC,Distribution Center,"(21.2060412999999,  92.1413512999999)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
1082.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_DC_2,DC,Distribution Center,"(21.20663682,  92.1469400799999)",Non-governmental Organization (United Nations),WFP,**,**,No,No,No,No
1083.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_10,MQ,Mosque,"(21.20795138,  92.1419919399999)",Private Donation,**,**,**,No,No,No,No
1084.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_IH_1,IH,Info Hub/ point/desk,"(21.2061531,  92.1421739999999)",Non-governmental Organization (United Nations),Brac UNHCR,**,**,No,No,No,No
1085.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_CC_1,CC,Community Centre,"(21.2076609299999,  92.1406272899999)",Non-governmental Organization (United Nations),HelpAgeInternational,**,**,No,No,No,No
1086.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_11,MQ,Mosque,"(21.21111278,  92.1428535299999)",Private Donation,**,**,**,No,No,No,No
1087.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MD_2,MD,Madrassah,"(21.2109008,  92.1429190199999)",Private Donation,**,**,**,No,No,No,No
1088.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_12,MQ,Mosque,"(21.21284676,  92.1454960399999)",**,**,**,**,No,No,No,No
1089.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_CF_4,CF,Child Friendly Space,"(21.2087107,  92.1451535)",Non-governmental Organization (United Nations),ACF UNHCR,**,**,No,No,No,No
1090.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_FO_2,FO,Field Office,"(21.2087761999999,  92.1449685)",Non-governmental Organization (United Nations),ACF,**,**,No,No,No,No
1091.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_13,MQ,Mosque,"(21.2106889,  92.1396928)",Private Donation,**,**,**,No,No,No,No
1092.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_14,MQ,Mosque,"(21.20802124,  92.1431919399999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1093.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_15,MQ,Mosque,"(21.21414087,  92.14502432)",Private Donation,**,**,**,No,No,No,No
1094.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_16,MQ,Mosque,"(21.2066325999999,  92.1448563999999)",Private Donation,**,**,**,No,No,No,No
1095.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MD_3,MD,Madrassah,"(21.2066525,  92.144711)",Private Donation,**,**,**,No,No,No,No
1096.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_17,MQ,Mosque,"(21.2127319099999,  92.14546905)",**,**,**,**,No,No,No,No
1097.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_18,MQ,Mosque,"(21.2075728999999,  92.1439180999999)",Private Donation,**,**,**,No,No,No,No
1098.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_19,MQ,Mosque,"(21.21099917,  92.1438989499999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1099.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_20,MQ,Mosque,"(21.2097123,  92.1417315599999)",Private Donation,**,**,**,No,No,No,No
1100.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_FO_3,FO,Field Office,"(21.20970214,  92.14175672)",Non-governmental Organization (United Nations),Brac UNHCR,**,**,No,No,No,No
1101.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_21,MQ,Mosque,"(21.2082416,  92.14525634)",Private Donation,**,**,**,No,No,No,No
1102.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_22,MQ,Mosque,"(21.21078069,  92.14480648)",Private Donation,**,**,**,No,No,No,No
1103.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_CF_5,CF,Child Friendly Space,"(21.2058336999999,  92.145313)",**,**,-1.0,**,Yes,No,No,Yes
1104.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_FO_4,FO,Field Office,"(21.20987346,  92.14392372)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
1105.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_23,MQ,Mosque,"(21.20576056,  92.14793143)",Private Donation,**,**,**,No,No,No,No
1106.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MD_4,MD,Madrassah,"(21.20720199,  92.14592786)",Private Donation,**,**,**,No,No,No,No
1107.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_CF_1,CF,Child Friendly Space,"(21.20634366,  92.14873061)",Non-governmental Organization (United Nations),Brac,-1.0,**,Yes,No,No,Yes
1108.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_1,MQ,Mosque,"(21.2086497899999,  92.1490683899999)",**,**,**,**,No,No,No,No
1109.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_2,MQ,Mosque,"(21.2119091299999,  92.1469646099999)",Self Made,**,**,**,No,No,No,No
1110.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_3,MQ,Mosque,"(21.2125694,  92.1477294)",Private Donation,**,**,**,No,No,No,No
1111.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_3,MD,Madrassah,"(21.21173753,  92.14713347)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1112.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_4,MQ,Mosque,"(21.2079646,  92.14684855)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1113.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_5,MQ,Mosque,"(21.20947066,  92.1463538999999)",**,**,**,**,No,No,No,No
1114.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_6,MQ,Mosque,"(21.2070495,  92.14709351)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1115.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_CC_1,CC,Community Centre,"(21.20636838,  92.1475958799999)",**,**,**,**,No,No,No,No
1116.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_7,MQ,Mosque,"(21.20713307,  92.14703368)",Private Donation,**,**,**,No,No,No,No
1117.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_8,MQ,Mosque,"(21.21201181,  92.1484606199999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1118.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_4,MD,Madrassah,"(21.21212671,  92.14861627)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1119.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_9,MQ,Mosque,"(21.2086162099999,  92.1503717899999)",Local Government,**,**,**,No,No,No,No
1120.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_10,MQ,Mosque,"(21.20639895,  92.14792167)",**,**,-1.0,**,Yes,No,No,Yes
1121.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_11,MQ,Mosque,"(21.2126282999999,  92.1486534999999)",Private Donation,**,**,**,No,No,No,No
1122.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_12,MQ,Mosque,"(21.20772141,  92.1478315899999)",**,**,**,**,No,No,No,No
1123.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_13,MQ,Mosque,"(21.20673336,  92.14846778)",Private Donation,**,**,**,No,No,No,No
1124.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_14,MQ,Mosque,"(21.20871809,  92.15068829)",**,**,**,**,No,No,No,No
1125.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_5,MD,Madrassah,"(21.20886854,  92.1509498199999)",Private Donation,**,**,**,No,No,No,No
1126.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_15,MQ,Mosque,"(21.2103852099999,  92.1485687699999)",**,**,**,**,No,No,No,No
1127.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_16,MQ,Mosque,"(21.20788333,  92.1489026699999)",Private Donation,**,**,**,No,No,No,No
1128.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_17,MQ,Mosque,"(21.2092221899999,  92.1518873499999)",**,**,**,-1.0,No,Yes,No,Yes
1129.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_6,MD,Madrassah,"(21.2099894099999,  92.14914022)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1130.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_7,MD,Madrassah,"(21.2088847399999,  92.15204993)",**,**,**,**,No,No,No,No
1131.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_18,MQ,Mosque,"(21.2088599699999,  92.1521702099999)",Private Donation,**,**,**,No,No,No,No
1132.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_19,MQ,Mosque,"(21.2099462999999,  92.1490392999999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1133.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_20,MQ,Mosque,"(21.20619973,  92.14917051)",Private Donation,**,**,**,No,No,No,No
1134.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_21,MQ,Mosque,"(21.20894462,  92.1464553)",Private Donation,**,**,**,No,No,No,No
1135.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_8,MD,Madrassah,"(21.20887029,  92.1465681699999)",Private Donation,**,**,**,No,No,No,No
1136.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_22,MQ,Mosque,"(21.21111174,  92.14742194)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1137.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_23,MQ,Mosque,"(21.20619963,  92.15030642)",Private Donation,**,**,**,No,No,No,No
1138.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_CF_2,CF,Child Friendly Space,"(21.2115672,  92.1474874999999)",Non-governmental Organization (United Nations),Brac,-1.0,**,Yes,No,No,Yes
1139.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_9,MD,Madrassah,"(21.2061547399999,  92.1502727499999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1140.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_24,MQ,Mosque,"(21.2087156,  92.1471638)",Private Donation,**,**,**,No,No,No,No
1141.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_10,MD,Madrassah,"(21.2099526,  92.1499761)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1142.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_25,MQ,Mosque,"(21.2100101999999,  92.1499495999999)",Private Donation,**,**,**,No,No,No,No
1143.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_CF_3,CF,Child Friendly Space,"(21.2064765,  92.1498281599999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
1144.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_26,MQ,Mosque,"(21.2083590999999,  92.1478333)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1145.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_11,MD,Madrassah,"(21.2102974,  92.1499340999999)",Private Donation,**,**,**,No,No,No,No
1146.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_27,MQ,Mosque,"(21.210422,  92.1497001999999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1147.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_CF_4,CF,Child Friendly Space,"(21.2084537,  92.1476583999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
1148.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_28,MQ,Mosque,"(21.20747408,  92.15004892)",**,**,**,**,No,No,No,No
1149.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_12,MD,Madrassah,"(21.20557395,  92.14855276)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1150.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_FO_1,FO,Field Office,"(21.20987806,  92.15074422)",Local Government,**,**,**,No,No,No,No
1151.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_CF_5,CF,Child Friendly Space,"(21.20698047,  92.1500513)",Non-governmental Organization (United Nations),Brac,-1.0,**,Yes,No,No,Yes
1152.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_29,MQ,Mosque,"(21.2078757799999,  92.1531749699999)",**,**,-1.0,**,Yes,No,No,Yes
1153.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_30,MQ,Mosque,"(21.2071136,  92.1490132899999)",**,**,-1.0,**,Yes,No,No,Yes
1154.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_31,MQ,Mosque,"(21.2094004699999,  92.1509842899999)",Private Donation,**,**,**,No,No,No,No
1155.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_13,MD,Madrassah,"(21.2104657,  92.1510033999999)",Private Donation,**,**,**,No,No,No,No
1156.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_32,MQ,Mosque,"(21.2097364,  92.1512543999999)",**,**,**,**,No,No,No,No
1177.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_1,MQ,Mosque,"(21.219747,  92.1549519999999)",Private Donation,**,**,**,No,No,No,No
1178.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_2,MQ,Mosque,"(21.21637313,  92.1626701499999)",**,**,**,**,No,No,No,No
1179.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_3,MQ,Mosque,"(21.2058731,  92.1705948999999)",**,**,**,**,No,No,No,No
1180.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_4,MQ,Mosque,"(21.1957267999999,  92.1718685999999)",Self Made,**,**,**,No,No,No,No
1181.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_5,MQ,Mosque,"(21.1711458999999,  92.1483815999999)",Private Donation,**,**,**,No,No,No,No
1182.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MD_1,MD,Madrassah,"(21.1861269999999,  92.1366859)",Private Donation,**,**,**,No,No,No,No
1183.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_6,MQ,Mosque,"(21.1565251699999,  92.1439367199999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1184.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_CF_1,CF,Child Friendly Space,"(21.1634412999999,  92.1513072999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
1185.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_7,MQ,Mosque,"(21.15629702,  92.1528770599999)",**,**,**,**,No,No,No,No
1186.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_8,MQ,Mosque,"(21.1576051099999,  92.1381226599999)",Private Donation,**,**,**,No,No,No,No
1187.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_CF_2,CF,Child Friendly Space,"(21.1609647999999,  92.1516194999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
1188.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_9,MQ,Mosque,"(21.1566283199999,  92.14266739)",**,**,**,**,No,No,No,No
1189.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_DC_1,DC,Distribution Center,"(21.1570813,  92.1526058)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
1190.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_10,MQ,Mosque,"(21.1577028399999,  92.1526916899999)",Private Donation,**,**,**,No,No,No,No
1191.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_11,MQ,Mosque,"(21.15602239,  92.14144955)",Private Donation,**,**,**,No,No,No,No
1192.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MD_2,MD,Madrassah,"(21.06842319,  92.14449557)",Private Donation,**,**,**,No,No,No,No
1193.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_12,MQ,Mosque,"(21.0683787,  92.14442499)",Private Donation,**,**,**,No,No,No,No
1194.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_24,MQ,Mosque,"(21.20338147,  92.1465573199999)",Private Donation,**,**,**,No,No,No,No
1195.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_25,MQ,Mosque,"(21.2043486399999,  92.14725319)",Private Donation,**,**,**,No,No,No,No
1196.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_33,MQ,Mosque,"(21.2064498999999,  92.1532545)",**,**,**,**,No,No,No,No
1197.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_34,MQ,Mosque,"(21.2079482,  92.1520081999999)",Private Donation,**,**,**,No,No,No,No
1198.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_35,MQ,Mosque,"(21.2067444,  92.1510035)",Private Donation,**,**,**,No,No,No,No
1199.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_36,MQ,Mosque,"(21.208026,  92.1493221)",Private Donation,**,**,**,No,No,No,No
1292.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_11,MQ,Mosque,"(21.21330783,  92.1656885799999)",Private Donation,**,**,**,No,No,No,No
1293.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_12,MQ,Mosque,"(21.2124259,  92.16532352)",Local Government,**,**,-1.0,No,Yes,No,Yes
1294.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_14,MD,Madrassah,"(21.19112333,  92.1602616699999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1295.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_29,MQ,Mosque,"(21.19120667,  92.1601799999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1296.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_IH_1,IH,Info Hub/ point/desk,"(21.1904583299999,  92.16141833)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
1297.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_38,MQ,Mosque,"(21.19067,  92.1541883299999)",Private Donation,**,**,**,No,No,No,No
1298.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_39,MQ,Mosque,"(21.1908533299999,  92.1528849999999)",Private Donation,**,**,**,No,No,No,No
1299.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_40,MQ,Mosque,"(21.190815,  92.15221667)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1300.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_41,MQ,Mosque,"(21.19050667,  92.152955)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1301.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_13,MD,Madrassah,"(21.19664667,  92.15991167)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
1302.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_39,MQ,Mosque,"(21.1967666699999,  92.1589066699999)",Private Donation,**,**,**,No,No,No,No
1303.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_40,MQ,Mosque,"(21.1964,  92.159345)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
1304.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_9,CF,Child Friendly Space,"(21.19679667,  92.1591899999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
1305.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_14,MD,Madrassah,"(21.19677167,  92.159035)",Private Donation,**,**,**,No,No,No,No
1306.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MD_5,MD,Madrassah,"(21.2033691,  92.1467850399999)",Private Donation,**,**,**,No,No,No,No
1307.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_CF_6,CF,Child Friendly Space,"(21.2025194699999,  92.1405597699999)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
1308.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_26,MQ,Mosque,"(21.2118579999999,  92.1400358199999)",Self Made,**,-1.0,-1.0,Yes,Yes,Yes,Yes
1309.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_27,MQ,Mosque,"(21.20358667,  92.14686333)",Private Donation,**,**,**,No,No,No,No
1310.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_WF_1,WF,Women's Friendly Space,"(21.21400333,  92.14354833)",Non-governmental Organization (United Nations),Mukti,**,**,No,No,No,No
1311.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MQ_28,MQ,Mosque,"(21.20455,  92.14568167)",Private Donation,**,**,**,No,No,No,No
1312.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 4,CXB-206,C4_MD_6,MD,Madrassah,"(21.2035166699999,  92.14672833)",**,**,**,**,No,No,No,No
1313.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_CF_6,CF,Child Friendly Space,"(21.2081948999999,  92.1526163)",Non-governmental Organization (United Nations),Brac Ukaid Unicef,**,**,No,No,No,No
1314.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_37,MQ,Mosque,"(21.20733724,  92.1526664099999)",Private Donation,**,**,**,No,No,No,No
