FID,District,Upazila,Union,Settlement,Camp Name,Inter Sector Coordination Group Camp Name,Unique ID,Facility Code,Facility,Geographical Coordinates,Source of Funding,Implementing Partner,Landslide,Flood,Landslide Risk,Flood Risk,Risk of both,Risk of either
127.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_1,MQ,Mosque,"(21.2036154,  92.1552348999999)",Private Donation,**,**,**,No,No,No,No
128.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_3,MD,Madrassah,"(21.2027134599999,  92.1573057699999)",Private Donation,**,**,**,No,No,No,No
129.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_2,MQ,Mosque,"(21.20261877,  92.1572094299999)",Private Donation,**,**,**,No,No,No,No
130.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_3,MQ,Mosque,"(21.2051541,  92.1553765099999)",Private Donation,**,**,**,No,No,No,No
131.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_4,MD,Madrassah,"(21.2012196,  92.1582872999999)",**,**,**,**,No,No,No,No
132.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_4,MQ,Mosque,"(21.2011812,  92.1581046)",**,**,**,**,No,No,No,No
133.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_5,MQ,Mosque,"(21.2037642099999,  92.15673974)",Private Donation,**,**,**,No,No,No,No
134.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_6,MQ,Mosque,"(21.2020644,  92.1561951)",Private Donation,**,**,**,No,No,No,No
135.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_7,MQ,Mosque,"(21.2054821,  92.1570624099999)",Private Donation,**,**,**,No,No,No,No
136.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_1,MD,Madrassah,"(21.2004347899999,  92.1668571)",Private Donation,**,**,-1.0,No,Yes,No,Yes
137.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_2,MD,Madrassah,"(21.19833753,  92.1630430299999)",Private Donation,**,**,**,No,No,No,No
138.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MD_3,MD,Madrassah,"(21.1983066499999,  92.1631065899999)",Private Donation,**,**,**,No,No,No,No
139.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_1,MQ,Mosque,"(21.20005769,  92.16917103)",**,**,**,-1.0,No,Yes,No,Yes
140.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_2,MQ,Mosque,"(21.1992906499999,  92.16617458)",Private Donation,**,**,**,No,No,No,No
141.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_FO_1,FO,Field Office,"(21.20964841,  92.1574576499999)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
142.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_DC_1,DC,Distribution Center,"(21.2096279,  92.1553209)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
143.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_1,MD,Madrassah,"(21.2101936,  92.1574212999999)",**,**,**,**,No,No,No,No
144.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_CF_1,CF,Child Friendly Space,"(21.2098155,  92.1575962)",Non-governmental Organization (United Nations),Brac Unicef Other,**,**,No,No,No,No
145.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_1,MQ,Mosque,"(21.2098437,  92.1540346)",**,**,**,**,No,No,No,No
146.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_DC_2,DC,Distribution Center,"(21.2101041399999,  92.1592735199999)",Non-governmental Organization (United Nations),WFP,**,-1.0,No,Yes,No,Yes
147.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_2,MD,Madrassah,"(21.2100530899999,  92.16097317)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
148.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_3,MD,Madrassah,"(21.2086811,  92.1570623)",Self Made,**,**,**,No,No,No,No
149.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_2,MQ,Mosque,"(21.20783532,  92.15696769)",Local Government,**,**,**,No,No,No,No
150.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_3,MQ,Mosque,"(21.2069143,  92.1577853999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
151.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_4,MQ,Mosque,"(21.2067888999999,  92.1575542)",Private Donation,**,**,-1.0,No,Yes,No,Yes
152.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_5,MQ,Mosque,"(21.2069757,  92.1583884)",Private Donation,**,**,**,No,No,No,No
153.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_CF_2,CF,Child Friendly Space,"(21.2077932,  92.1540202999999)",Non-governmental Organization (United Nations),Brac,**,-1.0,No,Yes,No,Yes
154.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_6,MQ,Mosque,"(21.20858424,  92.1590022599999)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
155.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_1,MQ,Mosque,"(21.21911984,  92.1509158)",Private Donation,**,**,**,No,No,No,No
156.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_1,MD,Madrassah,"(21.2191397299999,  92.1509549799999)",Private Donation,**,**,**,No,No,No,No
157.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_2,MD,Madrassah,"(21.2190693999999,  92.1517962)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
158.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_3,MD,Madrassah,"(21.2199275999999,  92.1536351)",Private Donation,**,**,**,No,No,No,No
159.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_4,MD,Madrassah,"(21.21139921,  92.15860293)",Private Donation,**,**,-1.0,No,Yes,No,Yes
160.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_2,MQ,Mosque,"(21.22232667,  92.1521116699999)",Private Donation,**,**,**,No,No,No,No
161.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_CF_1,CF,Child Friendly Space,"(21.221945,  92.15245667)",Non-governmental Organization (United Nations),SaveTheChildren,**,**,No,No,No,No
162.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_3,MQ,Mosque,"(21.22129333,  92.15231)",Private Donation,**,**,**,No,No,No,No
163.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_4,MQ,Mosque,"(21.2197651,  92.1509125)",Private Donation,**,**,**,No,No,No,No
164.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_5,MQ,Mosque,"(21.2202711999999,  92.1502560999999)",Private Donation,**,**,**,No,No,No,No
165.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_CF_2,CF,Child Friendly Space,"(21.2198272999999,  92.151019)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
166.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_5,MD,Madrassah,"(21.2209250999999,  92.1530649999999)",Private Donation,**,**,**,No,No,No,No
167.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_6,MD,Madrassah,"(21.21914294,  92.1510091699999)",Private Donation,**,**,**,No,No,No,No
168.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_6,MQ,Mosque,"(21.2202662199999,  92.1542821)",Private Donation,**,**,**,No,No,No,No
169.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_7,MQ,Mosque,"(21.2184874999999,  92.1511054)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
170.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_7,MD,Madrassah,"(21.2197375999999,  92.1533014999999)",Private Donation,**,**,**,No,No,No,No
171.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_8,MQ,Mosque,"(21.2196314999999,  92.1533455)",Private Donation,**,**,**,No,No,No,No
172.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_9,MQ,Mosque,"(21.2194015,  92.1527727999999)",**,**,**,**,No,No,No,No
173.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_8,MD,Madrassah,"(21.2187738999999,  92.1533529999999)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
174.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_CF_3,CF,Child Friendly Space,"(21.2188146,  92.1540777)",Non-governmental Organization (United Nations),SaveTheChildren,**,**,No,No,No,No
175.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_9,MD,Madrassah,"(21.21820215,  92.15491683)",Private Donation,**,**,**,No,No,No,No
176.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_CF_4,CF,Child Friendly Space,"(21.21783391,  92.15653299)",Non-governmental Organization (United Nations),SaveTheChildren,**,**,No,No,No,No
177.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_10,MD,Madrassah,"(21.21762674,  92.15719488)",Private Donation,**,**,**,No,No,No,No
178.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_10,MQ,Mosque,"(21.2175924,  92.1566049)",Private Donation,**,**,**,No,No,No,No
179.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_11,MQ,Mosque,"(21.21683197,  92.15483301)",Local Government,**,**,**,No,No,No,No
180.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_12,MQ,Mosque,"(21.2163345899999,  92.1558236099999)",Local Government,**,**,-1.0,No,Yes,No,Yes
181.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_13,MQ,Mosque,"(21.2173304,  92.1529735999999)",Local Government,**,**,**,No,No,No,No
182.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_14,MQ,Mosque,"(21.2162902,  92.1579313)",Private Donation,**,**,**,No,No,No,No
183.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_15,MQ,Mosque,"(21.2166120999999,  92.1587954)",Private Donation,**,**,**,No,No,No,No
184.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_16,MQ,Mosque,"(21.2157349,  92.1564084)",Private Donation,**,**,**,No,No,No,No
185.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_17,MQ,Mosque,"(21.2151779,  92.1565635999999)",Private Donation,**,**,**,No,No,No,No
186.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_18,MQ,Mosque,"(21.21592205,  92.15696289)",Private Donation,**,**,**,No,No,No,No
187.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_DC_1,DC,Distribution Center,"(21.21470695,  92.1535986699999)",Non-governmental Organization (United Nations),RedCrescentSociety UNHCR,**,**,No,No,No,No
188.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_IH_1,IH,Info Hub/ point/desk,"(21.2147138099999,  92.15357326)",Non-governmental Organization (United Nations),RedCrescentSociety UNHCR,**,**,No,No,No,No
189.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_WF_1,WF,Women's Friendly Space,"(21.2141850299999,  92.15520035)",Non-governmental Organization (United Nations),UNFPA,**,**,No,No,No,No
190.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_WF_2,WF,Women's Friendly Space,"(21.2144653199999,  92.15431667)",Non-governmental Organization (United Nations),Mukti UNFPA,**,**,No,No,No,No
191.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_19,MQ,Mosque,"(21.2146395,  92.15761182)",Private Donation,**,**,**,No,No,No,No
192.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_20,MQ,Mosque,"(21.21482097,  92.1573928499999)",Private Donation,**,**,**,No,No,No,No
193.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_11,MD,Madrassah,"(21.21505629,  92.1576009799999)",Local Government,**,**,**,No,No,No,No
194.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_21,MQ,Mosque,"(21.2141110799999,  92.1606553499999)",Private Donation,**,**,**,No,No,No,No
195.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_DC_2,DC,Distribution Center,"(21.2135770999999,  92.1570109)",Non-governmental Organization (United Nations),Mukti WFP,**,**,No,No,No,No
196.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_22,MQ,Mosque,"(21.2130322999999,  92.1578022)",Private Donation,**,**,**,No,No,No,No
197.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_23,MQ,Mosque,"(21.2138309,  92.1566765999999)",Private Donation,**,**,**,No,No,No,No
198.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_24,MQ,Mosque,"(21.2130386,  92.1578655)",Private Donation,**,**,**,No,No,No,No
199.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_25,MQ,Mosque,"(21.2123132,  92.1602287)",Private Donation,**,**,**,No,No,No,No
200.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_26,MQ,Mosque,"(21.21143925,  92.1586559099999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
201.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_12,MD,Madrassah,"(21.21559308,  92.15745278)",Private Donation,**,**,**,No,No,No,No
202.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_27,MQ,Mosque,"(21.21584413,  92.1543173799999)",Private Donation,**,**,**,No,No,No,No
203.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_7,MQ,Mosque,"(21.2081018099999,  92.1653164399999)",**,**,**,**,No,No,No,No
204.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_8,MQ,Mosque,"(21.20741198,  92.1650876199999)",**,**,**,**,No,No,No,No
205.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_4,MD,Madrassah,"(21.20743446,  92.1648620299999)",Private Donation,**,**,**,No,No,No,No
206.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_9,MQ,Mosque,"(21.2064467999999,  92.1610038)",Private Donation,**,**,**,No,No,No,No
207.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_5,MD,Madrassah,"(21.2064932,  92.1610993999999)",Private Donation,**,**,**,No,No,No,No
208.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_6,MD,Madrassah,"(21.20601182,  92.1658839199999)",Local Government,**,**,**,No,No,No,No
209.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_10,MQ,Mosque,"(21.2070697999999,  92.1617219999999)",Local Government,**,**,**,No,No,No,No
210.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_7,MD,Madrassah,"(21.206969,  92.161794)",Private Donation,**,**,**,No,No,No,No
211.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_8,MD,Madrassah,"(21.2059447,  92.1593436999999)",**,**,**,**,No,No,No,No
212.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_9,MD,Madrassah,"(21.20582491,  92.1594247799999)",Private Donation,**,**,**,No,No,No,No
213.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_13,MQ,Mosque,"(21.20142827,  92.16306563)",Private Donation,**,-1.0,**,Yes,No,No,Yes
214.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_14,MQ,Mosque,"(21.2047497,  92.1635895999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
215.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_15,MQ,Mosque,"(21.2026967699999,  92.16257876)",Private Donation,**,**,**,No,No,No,No
216.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_16,MQ,Mosque,"(21.20018297,  92.1642795399999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
217.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_17,MQ,Mosque,"(21.20342441,  92.1635472199999)",Private Donation,**,**,**,No,No,No,No
218.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_18,MQ,Mosque,"(21.2033652,  92.1636266699999)",**,**,**,**,No,No,No,No
219.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_19,MQ,Mosque,"(21.2008733,  92.1604906999999)",**,**,**,-1.0,No,Yes,No,Yes
220.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_5,MD,Madrassah,"(21.2042745,  92.1645651)",Private Donation,**,**,**,No,No,No,No
221.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_20,MQ,Mosque,"(21.20438425,  92.1697221499999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
222.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_6,MD,Madrassah,"(21.20339353,  92.1636469999999)",**,**,**,**,No,No,No,No
223.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_CF_1,CF,Child Friendly Space,"(21.20057834,  92.15996938)",**,**,**,-1.0,No,Yes,No,Yes
224.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_21,MQ,Mosque,"(21.2001369,  92.1604701499999)",**,**,**,-1.0,No,Yes,No,Yes
225.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_7,MD,Madrassah,"(21.20224829,  92.1632828099999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
226.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_8,MD,Madrassah,"(21.2047910199999,  92.17014054)",**,**,**,**,No,No,No,No
227.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_22,MQ,Mosque,"(21.2046843299999,  92.1702650699999)",**,**,**,**,No,No,No,No
228.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_9,MD,Madrassah,"(21.2015788,  92.1608013)",**,**,**,**,No,No,No,No
229.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_10,MD,Madrassah,"(21.20146739,  92.16313311)",Private Donation,**,**,**,No,No,No,No
230.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_11,MD,Madrassah,"(21.2033339699999,  92.1645805099999)",Self Made,**,**,**,No,No,No,No
231.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_23,MQ,Mosque,"(21.2012886,  92.1645908999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
232.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_24,MQ,Mosque,"(21.20328778,  92.1646217899999)",Self Made,**,**,**,No,No,No,No
233.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_12,MD,Madrassah,"(21.20331532,  92.16469729)",Self Made,**,-1.0,**,Yes,No,No,Yes
234.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_25,MQ,Mosque,"(21.2005284,  92.15919816)",Private Donation,**,**,**,No,No,No,No
235.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_26,MQ,Mosque,"(21.20216117,  92.16422993)",Private Donation,**,**,**,No,No,No,No
236.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_13,MD,Madrassah,"(21.2029758199999,  92.16535004)",Private Donation,**,**,**,No,No,No,No
237.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_14,MD,Madrassah,"(21.20209734,  92.16426703)",Private Donation,**,**,**,No,No,No,No
238.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_27,MQ,Mosque,"(21.2029669,  92.1653093399999)",Private Donation,**,**,**,No,No,No,No
239.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_15,MD,Madrassah,"(21.20285887,  92.1652830299999)",**,**,-1.0,**,Yes,No,No,Yes
240.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_28,MQ,Mosque,"(21.2044226,  92.1666055999999)",Local Government,**,**,**,No,No,No,No
241.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_29,MQ,Mosque,"(21.20234389,  92.16942337)",Private Donation,**,**,**,No,No,No,No
242.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_30,MQ,Mosque,"(21.2007784,  92.1612712999999)",**,**,**,**,No,No,No,No
243.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_31,MQ,Mosque,"(21.2058287,  92.1701647)",Private Donation,**,**,**,No,No,No,No
244.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_32,MQ,Mosque,"(21.2032680499999,  92.16804467)",Private Donation,**,**,**,No,No,No,No
245.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_FO_1,FO,Field Office,"(21.20370084,  92.16710822)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
246.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_DC_2,DC,Distribution Center,"(21.2035414399999,  92.16790742)",**,**,**,**,No,No,No,No
247.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_33,MQ,Mosque,"(21.1998265,  92.162295)",**,**,**,-1.0,No,Yes,No,Yes
248.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_1,MQ,Mosque,"(21.1924847,  92.1617226)",Private Donation,**,**,**,No,No,No,No
249.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_1,MD,Madrassah,"(21.19160943,  92.1569740099999)",Self Made,**,**,**,No,No,No,No
250.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_2,MQ,Mosque,"(21.19345367,  92.1558792299999)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
251.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_3,MQ,Mosque,"(21.19166626,  92.1576435199999)",**,**,**,**,No,No,No,No
252.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_4,MQ,Mosque,"(21.1926361,  92.1610019999999)",Private Donation,**,**,**,No,No,No,No
253.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_1,MQ,Mosque,"(21.1938038,  92.1542764)",Private Donation,**,**,-1.0,No,Yes,No,Yes
254.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_2,MQ,Mosque,"(21.1937901,  92.1543905)",Private Donation,**,**,-1.0,No,Yes,No,Yes
255.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_3,MQ,Mosque,"(21.1939511,  92.1536428)",**,**,**,**,No,No,No,No
